clip,preictal
Dog_4_holdout_test_segment_0341.mat, 0
Dog_4_holdout_test_segment_0342.mat, 0
Dog_4_holdout_test_segment_0343.mat, 0
Dog_4_holdout_test_segment_0344.mat, 0
Dog_4_holdout_test_segment_0345.mat, 0
Dog_4_holdout_test_segment_0346.mat, 0
Dog_4_holdout_test_segment_0347.mat, 0
Dog_4_holdout_test_segment_0348.mat, 0
Dog_4_holdout_test_segment_0349.mat, 0
Dog_4_holdout_test_segment_0350.mat, 0
Dog_4_holdout_test_segment_0351.mat, 0
Dog_4_holdout_test_segment_0352.mat, 0
Dog_4_holdout_test_segment_0353.mat, 0
Dog_4_holdout_test_segment_0354.mat, 0
Dog_4_holdout_test_segment_0355.mat, 0
Dog_4_holdout_test_segment_0356.mat, 0
Dog_4_holdout_test_segment_0357.mat, 1
Dog_4_holdout_test_segment_0358.mat, 0
Dog_4_holdout_test_segment_0359.mat, 0
Dog_4_holdout_test_segment_0360.mat, 0
Dog_4_holdout_test_segment_0361.mat, 0
Dog_4_holdout_test_segment_0362.mat, 0
Dog_4_holdout_test_segment_0363.mat, 0
Dog_4_holdout_test_segment_0364.mat, 0
Dog_4_holdout_test_segment_0365.mat, 0
Dog_4_holdout_test_segment_0366.mat, 0
Dog_4_holdout_test_segment_0367.mat, 0
Dog_4_holdout_test_segment_0368.mat, 0
Dog_4_holdout_test_segment_0369.mat, 0
Dog_4_holdout_test_segment_0370.mat, 0
Dog_4_holdout_test_segment_0371.mat, 0
Dog_4_holdout_test_segment_0372.mat, 0
Dog_4_holdout_test_segment_0373.mat, 0
Dog_4_holdout_test_segment_0374.mat, 0
Dog_4_holdout_test_segment_0375.mat, 0
Dog_4_holdout_test_segment_0376.mat, 0
Dog_4_holdout_test_segment_0377.mat, 0
Dog_4_holdout_test_segment_0378.mat, 0
Dog_4_holdout_test_segment_0379.mat, 0
Dog_4_holdout_test_segment_0380.mat, 0
Dog_4_holdout_test_segment_0381.mat, 0
Dog_4_holdout_test_segment_0382.mat, 0
Dog_4_holdout_test_segment_0383.mat, 0
Dog_4_holdout_test_segment_0384.mat, 0
Dog_4_holdout_test_segment_0385.mat, 0
Dog_4_holdout_test_segment_0386.mat, 0
Dog_4_holdout_test_segment_0387.mat, 0
Dog_4_holdout_test_segment_0388.mat, 0
Dog_4_holdout_test_segment_0389.mat, 0
Dog_4_holdout_test_segment_0390.mat, 0
Dog_4_holdout_test_segment_0391.mat, 0
Dog_4_holdout_test_segment_0392.mat, 0
Dog_4_holdout_test_segment_0393.mat, 0
Dog_4_holdout_test_segment_0394.mat, 0
Dog_4_holdout_test_segment_0395.mat, 0
Dog_4_holdout_test_segment_0396.mat, 0
Dog_4_holdout_test_segment_0397.mat, 0
Dog_4_holdout_test_segment_0398.mat, 0
Dog_4_holdout_test_segment_0399.mat, 0
Dog_4_holdout_test_segment_0400.mat, 0
Dog_4_holdout_test_segment_0401.mat, 0
Dog_4_holdout_test_segment_0402.mat, 0
Dog_4_holdout_test_segment_0403.mat, 0
Dog_4_holdout_test_segment_0404.mat, 0
Dog_4_holdout_test_segment_0405.mat, 0
Dog_4_holdout_test_segment_0406.mat, 1
Dog_4_holdout_test_segment_0407.mat, 0
Dog_4_holdout_test_segment_0408.mat, 0
Dog_4_holdout_test_segment_0409.mat, 0
Dog_4_holdout_test_segment_0410.mat, 0
Dog_4_holdout_test_segment_0411.mat, 0
Dog_4_holdout_test_segment_0412.mat, 0
Dog_4_holdout_test_segment_0413.mat, 0
Dog_4_holdout_test_segment_0414.mat, 0
Dog_4_holdout_test_segment_0415.mat, 0
Dog_4_holdout_test_segment_0416.mat, 0
Dog_4_holdout_test_segment_0417.mat, 0
Dog_4_holdout_test_segment_0418.mat, 0
Dog_4_holdout_test_segment_0419.mat, 0
Dog_4_holdout_test_segment_0420.mat, 0
Dog_4_holdout_test_segment_0421.mat, 0
Dog_4_holdout_test_segment_0422.mat, 0
Dog_4_holdout_test_segment_0423.mat, 0
Dog_4_holdout_test_segment_0424.mat, 0
Dog_4_holdout_test_segment_0425.mat, 0
Dog_4_holdout_test_segment_0426.mat, 0
Dog_4_holdout_test_segment_0427.mat, 0
Dog_4_holdout_test_segment_0428.mat, 0
Dog_4_holdout_test_segment_0429.mat, 0
Dog_4_holdout_test_segment_0430.mat, 0
Dog_4_holdout_test_segment_0431.mat, 1
Dog_4_holdout_test_segment_0432.mat, 0
Dog_4_holdout_test_segment_0433.mat, 0
Dog_4_holdout_test_segment_0434.mat, 0
Dog_4_holdout_test_segment_0435.mat, 0
Dog_4_holdout_test_segment_0436.mat, 0
Dog_4_holdout_test_segment_0437.mat, 0
Dog_4_holdout_test_segment_0438.mat, 0
Dog_4_holdout_test_segment_0439.mat, 0
Dog_4_holdout_test_segment_0440.mat, 0
Dog_4_holdout_test_segment_0441.mat, 1
Dog_4_holdout_test_segment_0442.mat, 0
Dog_4_holdout_test_segment_0443.mat, 0
Dog_4_holdout_test_segment_0444.mat, 0
Dog_4_holdout_test_segment_0445.mat, 0
Dog_4_holdout_test_segment_0446.mat, 0
Dog_4_holdout_test_segment_0447.mat, 0
Dog_4_holdout_test_segment_0448.mat, 0
Dog_4_holdout_test_segment_0449.mat, 0
Dog_4_holdout_test_segment_0450.mat, 0
Dog_4_holdout_test_segment_0451.mat, 0
Dog_4_holdout_test_segment_0452.mat, 0
Dog_4_holdout_test_segment_0453.mat, 0
Dog_4_holdout_test_segment_0454.mat, 0
Dog_4_holdout_test_segment_0455.mat, 0
Dog_4_holdout_test_segment_0456.mat, 0
Dog_4_holdout_test_segment_0457.mat, 0
Dog_4_holdout_test_segment_0458.mat, 0
Dog_4_holdout_test_segment_0459.mat, 0
Dog_4_holdout_test_segment_0460.mat, 0
Dog_4_holdout_test_segment_0461.mat, 0
Dog_4_holdout_test_segment_0462.mat, 0
Dog_4_holdout_test_segment_0463.mat, 0
Dog_4_holdout_test_segment_0464.mat, 0
Dog_4_holdout_test_segment_0465.mat, 0
Dog_4_holdout_test_segment_0466.mat, 0
Dog_4_holdout_test_segment_0467.mat, 0
Dog_4_holdout_test_segment_0468.mat, 0
Dog_4_holdout_test_segment_0469.mat, 0
Dog_4_holdout_test_segment_0470.mat, 0
Dog_4_holdout_test_segment_0471.mat, 0
Dog_4_holdout_test_segment_0472.mat, 0
Dog_4_holdout_test_segment_0473.mat, 0
Dog_4_holdout_test_segment_0474.mat, 0
Dog_4_holdout_test_segment_0475.mat, 0
Dog_4_holdout_test_segment_0476.mat, 0
Dog_4_holdout_test_segment_0477.mat, 0
Dog_4_holdout_test_segment_0478.mat, 0
Dog_4_holdout_test_segment_0479.mat, 0
Dog_4_holdout_test_segment_0480.mat, 1
Dog_4_holdout_test_segment_0481.mat, 0
Dog_4_holdout_test_segment_0482.mat, 0
Dog_4_holdout_test_segment_0483.mat, 0
Dog_4_holdout_test_segment_0484.mat, 0
Dog_4_holdout_test_segment_0485.mat, 0
Dog_4_holdout_test_segment_0486.mat, 0
Dog_4_holdout_test_segment_0487.mat, 0
Dog_4_holdout_test_segment_0488.mat, 1
Dog_4_holdout_test_segment_0489.mat, 0
Dog_4_holdout_test_segment_0490.mat, 0
Dog_4_holdout_test_segment_0491.mat, 0
Dog_4_holdout_test_segment_0492.mat, 1
Dog_4_holdout_test_segment_0493.mat, 0
Dog_4_holdout_test_segment_0494.mat, 0
Dog_4_holdout_test_segment_0495.mat, 0
Dog_4_holdout_test_segment_0496.mat, 0
Dog_4_holdout_test_segment_0497.mat, 0
Dog_4_holdout_test_segment_0498.mat, 0
Dog_4_holdout_test_segment_0499.mat, 0
Dog_4_holdout_test_segment_0500.mat, 0
Dog_4_holdout_test_segment_0501.mat, 0
Dog_4_holdout_test_segment_0502.mat, 0
Dog_4_holdout_test_segment_0503.mat, 0
Dog_4_holdout_test_segment_0504.mat, 0
Dog_4_holdout_test_segment_0505.mat, 0
Dog_4_holdout_test_segment_0506.mat, 0
Dog_4_holdout_test_segment_0507.mat, 0
Dog_4_holdout_test_segment_0508.mat, 0
Dog_4_holdout_test_segment_0509.mat, 0
Dog_4_holdout_test_segment_0510.mat, 0
Dog_4_holdout_test_segment_0511.mat, 0
Dog_4_holdout_test_segment_0512.mat, 0
Dog_4_holdout_test_segment_0513.mat, 0
Dog_4_holdout_test_segment_0514.mat, 0
Dog_4_holdout_test_segment_0515.mat, 0
Dog_4_holdout_test_segment_0516.mat, 0
Dog_4_holdout_test_segment_0517.mat, 0
Dog_4_holdout_test_segment_0518.mat, 0
Dog_4_holdout_test_segment_0519.mat, 0
Dog_4_holdout_test_segment_0520.mat, 0
Dog_4_holdout_test_segment_0521.mat, 0
Dog_4_holdout_test_segment_0522.mat, 0
Dog_4_holdout_test_segment_0523.mat, 0
Dog_4_holdout_test_segment_0524.mat, 0
Dog_4_holdout_test_segment_0525.mat, 0
Dog_4_holdout_test_segment_0526.mat, 0
Dog_4_holdout_test_segment_0527.mat, 0
Dog_4_holdout_test_segment_0528.mat, 0
Dog_4_holdout_test_segment_0529.mat, 0
Dog_4_holdout_test_segment_0530.mat, 0
Dog_4_holdout_test_segment_0531.mat, 0
Dog_4_holdout_test_segment_0532.mat, 0
Dog_4_holdout_test_segment_0533.mat, 0
Dog_4_holdout_test_segment_0534.mat, 1
Dog_4_holdout_test_segment_0535.mat, 0
Dog_4_holdout_test_segment_0536.mat, 0
Dog_4_holdout_test_segment_0537.mat, 0
Dog_4_holdout_test_segment_0538.mat, 0
Dog_4_holdout_test_segment_0539.mat, 0
Dog_4_holdout_test_segment_0540.mat, 0
Dog_4_holdout_test_segment_0541.mat, 0
Dog_4_holdout_test_segment_0542.mat, 0
Dog_4_holdout_test_segment_0543.mat, 0
Dog_4_holdout_test_segment_0544.mat, 0
Dog_4_holdout_test_segment_0545.mat, 1
Dog_4_holdout_test_segment_0546.mat, 0
Dog_4_holdout_test_segment_0547.mat, 0
Dog_4_holdout_test_segment_0548.mat, 0
Dog_4_holdout_test_segment_0549.mat, 0
Dog_4_holdout_test_segment_0550.mat, 0
Dog_4_holdout_test_segment_0551.mat, 0
Dog_4_holdout_test_segment_0552.mat, 0
Dog_4_holdout_test_segment_0553.mat, 0
Dog_4_holdout_test_segment_0554.mat, 0
Dog_4_holdout_test_segment_0555.mat, 0
Dog_4_holdout_test_segment_0556.mat, 0
Dog_4_holdout_test_segment_0557.mat, 0
Dog_4_holdout_test_segment_0558.mat, 0
Dog_4_holdout_test_segment_0559.mat, 0
Dog_4_holdout_test_segment_0560.mat, 0
Dog_4_holdout_test_segment_0561.mat, 0
Dog_4_holdout_test_segment_0562.mat, 0
Dog_4_holdout_test_segment_0563.mat, 0
Dog_4_holdout_test_segment_0564.mat, 0
Dog_4_holdout_test_segment_0565.mat, 0
Dog_4_holdout_test_segment_0566.mat, 0
Dog_4_holdout_test_segment_0567.mat, 0
Dog_4_holdout_test_segment_0568.mat, 0
Dog_4_holdout_test_segment_0569.mat, 0
Dog_4_holdout_test_segment_0570.mat, 0
Dog_4_holdout_test_segment_0571.mat, 0
Dog_4_holdout_test_segment_0572.mat, 1
Dog_4_holdout_test_segment_0573.mat, 0
Dog_4_holdout_test_segment_0574.mat, 0
Dog_4_holdout_test_segment_0575.mat, 0
Dog_4_holdout_test_segment_0576.mat, 0
Dog_4_holdout_test_segment_0577.mat, 0
Dog_4_holdout_test_segment_0578.mat, 0
Dog_4_holdout_test_segment_0579.mat, 1
Dog_4_holdout_test_segment_0580.mat, 0
Dog_4_holdout_test_segment_0581.mat, 0
Dog_4_holdout_test_segment_0582.mat, 0
Dog_4_holdout_test_segment_0583.mat, 0
Dog_4_holdout_test_segment_0584.mat, 0
Dog_4_holdout_test_segment_0585.mat, 0
Dog_4_holdout_test_segment_0586.mat, 0
Dog_4_holdout_test_segment_0587.mat, 0
Dog_4_holdout_test_segment_0588.mat, 0
Dog_4_holdout_test_segment_0589.mat, 0
Dog_4_holdout_test_segment_0590.mat, 0
Dog_4_holdout_test_segment_0591.mat, 0
Dog_4_holdout_test_segment_0592.mat, 0
Dog_4_holdout_test_segment_0593.mat, 1
Dog_4_holdout_test_segment_0594.mat, 1
Dog_4_holdout_test_segment_0595.mat, 0
Dog_4_holdout_test_segment_0596.mat, 0
Dog_4_holdout_test_segment_0597.mat, 0
Dog_4_holdout_test_segment_0598.mat, 0
Dog_4_holdout_test_segment_0599.mat, 0
Dog_4_holdout_test_segment_0600.mat, 0
Dog_4_holdout_test_segment_0601.mat, 0
Dog_4_holdout_test_segment_0602.mat, 0
Dog_4_holdout_test_segment_0603.mat, 0
Dog_4_holdout_test_segment_0604.mat, 0
Dog_4_holdout_test_segment_0605.mat, 0
Dog_4_holdout_test_segment_0606.mat, 0
Dog_4_holdout_test_segment_0607.mat, 0
Dog_4_holdout_test_segment_0608.mat, 0
Dog_4_holdout_test_segment_0609.mat, 0
Dog_4_holdout_test_segment_0610.mat, 0
Dog_4_holdout_test_segment_0611.mat, 0
Dog_4_holdout_test_segment_0612.mat, 0
Dog_4_holdout_test_segment_0613.mat, 0
Dog_4_holdout_test_segment_0614.mat, 0
Dog_4_holdout_test_segment_0615.mat, 0
Dog_4_holdout_test_segment_0616.mat, 0
Dog_4_holdout_test_segment_0617.mat, 0
Dog_4_holdout_test_segment_0618.mat, 0
Dog_4_holdout_test_segment_0619.mat, 0
Dog_4_holdout_test_segment_0620.mat, 0
Dog_4_holdout_test_segment_0621.mat, 0
Dog_4_holdout_test_segment_0622.mat, 0
Dog_4_holdout_test_segment_0623.mat, 0
Dog_4_holdout_test_segment_0624.mat, 0
Dog_4_holdout_test_segment_0625.mat, 0
Dog_4_holdout_test_segment_0626.mat, 0
Dog_4_holdout_test_segment_0627.mat, 0
Dog_4_holdout_test_segment_0628.mat, 0
Dog_4_holdout_test_segment_0629.mat, 0
Dog_4_holdout_test_segment_0630.mat, 0
Dog_4_holdout_test_segment_0631.mat, 1
Dog_4_holdout_test_segment_0632.mat, 0
Dog_4_holdout_test_segment_0633.mat, 0
Dog_4_holdout_test_segment_0634.mat, 0
Dog_4_holdout_test_segment_0635.mat, 1
Dog_4_holdout_test_segment_0636.mat, 0
Dog_4_holdout_test_segment_0637.mat, 0
Dog_4_holdout_test_segment_0638.mat, 0
Dog_4_holdout_test_segment_0639.mat, 0
Dog_4_holdout_test_segment_0640.mat, 0
Dog_4_holdout_test_segment_0641.mat, 0
Dog_4_holdout_test_segment_0642.mat, 0
Dog_4_holdout_test_segment_0643.mat, 0
Dog_4_holdout_test_segment_0644.mat, 0
Dog_4_holdout_test_segment_0645.mat, 0
Dog_4_holdout_test_segment_0646.mat, 0
Dog_4_holdout_test_segment_0647.mat, 0
Dog_4_holdout_test_segment_0648.mat, 0
Dog_4_holdout_test_segment_0649.mat, 0
Dog_4_holdout_test_segment_0650.mat, 0
Dog_4_holdout_test_segment_0651.mat, 0
Dog_4_holdout_test_segment_0652.mat, 0
Dog_4_holdout_test_segment_0653.mat, 0
Dog_4_holdout_test_segment_0654.mat, 0
Dog_4_holdout_test_segment_0655.mat, 0
Dog_4_holdout_test_segment_0656.mat, 0
Dog_4_holdout_test_segment_0657.mat, 0
Dog_4_holdout_test_segment_0658.mat, 0
Dog_4_holdout_test_segment_0659.mat, 0
Dog_4_holdout_test_segment_0660.mat, 0
Dog_4_holdout_test_segment_0661.mat, 1
Dog_4_holdout_test_segment_0662.mat, 0
Dog_4_holdout_test_segment_0663.mat, 0
Dog_4_holdout_test_segment_0664.mat, 0
Dog_4_holdout_test_segment_0665.mat, 0
Dog_4_holdout_test_segment_0666.mat, 0
Dog_4_holdout_test_segment_0667.mat, 0
Dog_4_holdout_test_segment_0668.mat, 0
Dog_4_holdout_test_segment_0669.mat, 0
Dog_4_holdout_test_segment_0670.mat, 0
Dog_4_holdout_test_segment_0671.mat, 0
Dog_4_holdout_test_segment_0672.mat, 0
Dog_4_holdout_test_segment_0673.mat, 0
Dog_4_holdout_test_segment_0674.mat, 0
Dog_4_holdout_test_segment_0675.mat, 0
Dog_4_holdout_test_segment_0676.mat, 0
Dog_4_holdout_test_segment_0677.mat, 0
Dog_4_holdout_test_segment_0678.mat, 0
Dog_4_holdout_test_segment_0679.mat, 0
Dog_4_holdout_test_segment_0680.mat, 0
Dog_4_holdout_test_segment_0681.mat, 0
Dog_4_holdout_test_segment_0682.mat, 0
Dog_4_holdout_test_segment_0683.mat, 0
Dog_4_holdout_test_segment_0684.mat, 0
Dog_4_holdout_test_segment_0685.mat, 0
Dog_4_holdout_test_segment_0686.mat, 0
Dog_4_holdout_test_segment_0687.mat, 0
Dog_4_holdout_test_segment_0688.mat, 0
Dog_4_holdout_test_segment_0689.mat, 0
Dog_4_holdout_test_segment_0690.mat, 0
Dog_4_holdout_test_segment_0691.mat, 0
Dog_4_holdout_test_segment_0692.mat, 0
Dog_4_holdout_test_segment_0693.mat, 0
Dog_4_holdout_test_segment_0694.mat, 0
Dog_4_holdout_test_segment_0695.mat, 0
Dog_4_holdout_test_segment_0696.mat, 0
Dog_4_holdout_test_segment_0697.mat, 0
Dog_4_holdout_test_segment_0698.mat, 0
Dog_4_holdout_test_segment_0699.mat, 0
Dog_4_holdout_test_segment_0700.mat, 0
Dog_4_holdout_test_segment_0701.mat, 0
Dog_4_holdout_test_segment_0702.mat, 0
Dog_4_holdout_test_segment_0703.mat, 0
Dog_4_holdout_test_segment_0704.mat, 0
Dog_4_holdout_test_segment_0705.mat, 0
Dog_4_holdout_test_segment_0706.mat, 0
Dog_4_holdout_test_segment_0707.mat, 0
Dog_4_holdout_test_segment_0708.mat, 0
Dog_4_holdout_test_segment_0709.mat, 0
Dog_4_holdout_test_segment_0710.mat, 0
Dog_4_holdout_test_segment_0711.mat, 0
Dog_4_holdout_test_segment_0712.mat, 0
Dog_4_holdout_test_segment_0713.mat, 0
Dog_4_holdout_test_segment_0714.mat, 0
Dog_4_holdout_test_segment_0715.mat, 0
Dog_4_holdout_test_segment_0716.mat, 0
Dog_4_holdout_test_segment_0717.mat, 0
Dog_4_holdout_test_segment_0718.mat, 0
Dog_4_holdout_test_segment_0719.mat, 0
Dog_4_holdout_test_segment_0720.mat, 0
Dog_4_holdout_test_segment_0721.mat, 0
Dog_4_holdout_test_segment_0722.mat, 0
Dog_4_holdout_test_segment_0723.mat, 0
Dog_4_holdout_test_segment_0724.mat, 0
Dog_4_holdout_test_segment_0725.mat, 0
Dog_4_holdout_test_segment_0726.mat, 0
Dog_4_holdout_test_segment_0727.mat, 0
Dog_4_holdout_test_segment_0728.mat, 0
Dog_4_holdout_test_segment_0729.mat, 0
Dog_4_holdout_test_segment_0730.mat, 0
Dog_4_holdout_test_segment_0731.mat, 0
Dog_4_holdout_test_segment_0732.mat, 0
Dog_4_holdout_test_segment_0733.mat, 0
Dog_4_holdout_test_segment_0734.mat, 0
Dog_4_holdout_test_segment_0735.mat, 0
Dog_4_holdout_test_segment_0736.mat, 0
Dog_4_holdout_test_segment_0737.mat, 0
Dog_4_holdout_test_segment_0738.mat, 0
Dog_4_holdout_test_segment_0739.mat, 0
Dog_4_holdout_test_segment_0740.mat, 0
Dog_4_holdout_test_segment_0741.mat, 0
Dog_4_holdout_test_segment_0742.mat, 0
Dog_4_holdout_test_segment_0743.mat, 0
Dog_4_holdout_test_segment_0744.mat, 0
Dog_4_holdout_test_segment_0745.mat, 0
Dog_4_holdout_test_segment_0746.mat, 0
Dog_4_holdout_test_segment_0747.mat, 0
Dog_4_holdout_test_segment_0748.mat, 0
Dog_4_holdout_test_segment_0749.mat, 1
Dog_4_holdout_test_segment_0750.mat, 0
Dog_4_holdout_test_segment_0751.mat, 0
Dog_4_holdout_test_segment_0752.mat, 0
Dog_4_holdout_test_segment_0753.mat, 0
Dog_4_holdout_test_segment_0754.mat, 0
Dog_4_holdout_test_segment_0755.mat, 0
Dog_4_holdout_test_segment_0756.mat, 0
Dog_4_holdout_test_segment_0757.mat, 0
Dog_4_holdout_test_segment_0758.mat, 0
Dog_4_holdout_test_segment_0759.mat, 0
Dog_4_holdout_test_segment_0760.mat, 0
Dog_4_holdout_test_segment_0761.mat, 0
Dog_4_holdout_test_segment_0762.mat, 0
Dog_4_holdout_test_segment_0763.mat, 0
Dog_4_holdout_test_segment_0764.mat, 0
Dog_4_holdout_test_segment_0765.mat, 0
Dog_4_holdout_test_segment_0766.mat, 0
Dog_4_holdout_test_segment_0767.mat, 0
Dog_4_holdout_test_segment_0768.mat, 0
Dog_4_holdout_test_segment_0769.mat, 0
Dog_4_holdout_test_segment_0770.mat, 1
Dog_4_holdout_test_segment_0771.mat, 0
Dog_4_holdout_test_segment_0772.mat, 0
Dog_4_holdout_test_segment_0773.mat, 1
Dog_4_holdout_test_segment_0774.mat, 0
Dog_4_holdout_test_segment_0775.mat, 0
Dog_4_holdout_test_segment_0776.mat, 0
Dog_4_holdout_test_segment_0777.mat, 0
Dog_4_holdout_test_segment_0778.mat, 0
Dog_4_holdout_test_segment_0779.mat, 0
Dog_4_holdout_test_segment_0780.mat, 0
Dog_4_holdout_test_segment_0781.mat, 0
Dog_4_holdout_test_segment_0782.mat, 0
Dog_4_holdout_test_segment_0783.mat, 0
Dog_4_holdout_test_segment_0784.mat, 0
Dog_4_holdout_test_segment_0785.mat, 0
Dog_4_holdout_test_segment_0786.mat, 0
Dog_4_holdout_test_segment_0787.mat, 1
Dog_4_holdout_test_segment_0788.mat, 0
Dog_4_holdout_test_segment_0789.mat, 0
Dog_4_holdout_test_segment_0790.mat, 0
Dog_4_holdout_test_segment_0791.mat, 0
Dog_4_holdout_test_segment_0792.mat, 0
Dog_4_holdout_test_segment_0793.mat, 0
Dog_4_holdout_test_segment_0794.mat, 0
Dog_4_holdout_test_segment_0795.mat, 0
Dog_4_holdout_test_segment_0796.mat, 0
Dog_4_holdout_test_segment_0797.mat, 0
Dog_4_holdout_test_segment_0798.mat, 0
Dog_4_holdout_test_segment_0799.mat, 0
Dog_4_holdout_test_segment_0800.mat, 0
Dog_4_holdout_test_segment_0801.mat, 0
Dog_4_holdout_test_segment_0802.mat, 1
Dog_4_holdout_test_segment_0803.mat, 0
Dog_4_holdout_test_segment_0804.mat, 0
Dog_4_holdout_test_segment_0805.mat, 0
Dog_4_holdout_test_segment_0806.mat, 0
Dog_4_holdout_test_segment_0807.mat, 1
Dog_4_holdout_test_segment_0808.mat, 0
Dog_4_holdout_test_segment_0809.mat, 0
Dog_4_holdout_test_segment_0810.mat, 0
Dog_4_holdout_test_segment_0811.mat, 0
Dog_4_holdout_test_segment_0812.mat, 0
Dog_4_holdout_test_segment_0813.mat, 0
Dog_4_holdout_test_segment_0814.mat, 0
Dog_4_holdout_test_segment_0815.mat, 0
Dog_4_holdout_test_segment_0816.mat, 0
Dog_4_holdout_test_segment_0817.mat, 0
Dog_4_holdout_test_segment_0818.mat, 0
Dog_4_holdout_test_segment_0819.mat, 0
Dog_4_holdout_test_segment_0820.mat, 0
Dog_4_holdout_test_segment_0821.mat, 0
Dog_4_holdout_test_segment_0822.mat, 0
Dog_4_holdout_test_segment_0823.mat, 0
Dog_4_holdout_test_segment_0824.mat, 0
Dog_4_holdout_test_segment_0825.mat, 0
Dog_4_holdout_test_segment_0826.mat, 0
Dog_4_holdout_test_segment_0827.mat, 0
Dog_4_holdout_test_segment_0828.mat, 0
Dog_4_holdout_test_segment_0829.mat, 0
Dog_4_holdout_test_segment_0830.mat, 0
Dog_4_holdout_test_segment_0831.mat, 0
Dog_4_holdout_test_segment_0832.mat, 0
Dog_4_holdout_test_segment_0833.mat, 0
Dog_4_holdout_test_segment_0834.mat, 0
Dog_4_holdout_test_segment_0835.mat, 0
Dog_4_holdout_test_segment_0836.mat, 1
Dog_4_holdout_test_segment_0837.mat, 1
Dog_4_holdout_test_segment_0838.mat, 0
Dog_4_holdout_test_segment_0839.mat, 0
Dog_4_holdout_test_segment_0840.mat, 0
Dog_4_holdout_test_segment_0841.mat, 0
Dog_4_holdout_test_segment_0842.mat, 0
Dog_4_holdout_test_segment_0843.mat, 1
Dog_4_holdout_test_segment_0844.mat, 0
Dog_4_holdout_test_segment_0845.mat, 0
Dog_4_holdout_test_segment_0846.mat, 0
Dog_4_holdout_test_segment_0847.mat, 0
Dog_4_holdout_test_segment_0848.mat, 0
Dog_4_holdout_test_segment_0849.mat, 0
Dog_4_holdout_test_segment_0850.mat, 0
Dog_4_holdout_test_segment_0851.mat, 0
Dog_4_holdout_test_segment_0852.mat, 0
Dog_4_holdout_test_segment_0853.mat, 0
Dog_4_holdout_test_segment_0854.mat, 0
Dog_4_holdout_test_segment_0855.mat, 0
Dog_4_holdout_test_segment_0856.mat, 0
Dog_4_holdout_test_segment_0857.mat, 0
Dog_4_holdout_test_segment_0858.mat, 0
Dog_4_holdout_test_segment_0859.mat, 0
Dog_4_holdout_test_segment_0860.mat, 0
Dog_4_holdout_test_segment_0861.mat, 0
Dog_4_holdout_test_segment_0862.mat, 0
Dog_4_holdout_test_segment_0863.mat, 0
Dog_4_holdout_test_segment_0864.mat, 0
Dog_4_holdout_test_segment_0865.mat, 0
Dog_4_holdout_test_segment_0866.mat, 0
Dog_4_holdout_test_segment_0867.mat, 0
Dog_4_holdout_test_segment_0868.mat, 1
Dog_4_holdout_test_segment_0869.mat, 0
Dog_4_holdout_test_segment_0870.mat, 0
Dog_4_holdout_test_segment_0871.mat, 0
Dog_4_holdout_test_segment_0872.mat, 0
Dog_4_holdout_test_segment_0873.mat, 0
Dog_4_holdout_test_segment_0874.mat, 0
Dog_4_holdout_test_segment_0875.mat, 0
Dog_4_holdout_test_segment_0876.mat, 0
Dog_4_holdout_test_segment_0877.mat, 0
Dog_4_holdout_test_segment_0878.mat, 0
Dog_4_holdout_test_segment_0879.mat, 0
Dog_4_holdout_test_segment_0880.mat, 0
Dog_4_holdout_test_segment_0881.mat, 0
Dog_4_holdout_test_segment_0882.mat, 0
Dog_4_holdout_test_segment_0883.mat, 0
Dog_4_holdout_test_segment_0884.mat, 0
Dog_4_holdout_test_segment_0885.mat, 0
Dog_4_holdout_test_segment_0886.mat, 0
Dog_4_holdout_test_segment_0887.mat, 0
Dog_4_holdout_test_segment_0888.mat, 0
Dog_4_holdout_test_segment_0889.mat, 0
Dog_4_holdout_test_segment_0890.mat, 0
Dog_4_holdout_test_segment_0891.mat, 0
Dog_4_holdout_test_segment_0892.mat, 0
Dog_4_holdout_test_segment_0893.mat, 0
Dog_4_holdout_test_segment_0894.mat, 0
Dog_4_holdout_test_segment_0895.mat, 0
Dog_4_holdout_test_segment_0896.mat, 0
Dog_4_holdout_test_segment_0897.mat, 0
Dog_4_holdout_test_segment_0898.mat, 0
Dog_4_holdout_test_segment_0899.mat, 0
Dog_4_holdout_test_segment_0900.mat, 0
Dog_4_holdout_test_segment_0901.mat, 0
Dog_4_holdout_test_segment_0902.mat, 1
Dog_4_holdout_test_segment_0903.mat, 0
Dog_4_holdout_test_segment_0904.mat, 0
Dog_4_holdout_test_segment_0905.mat, 0
Dog_4_holdout_test_segment_0906.mat, 0
Dog_4_holdout_test_segment_0907.mat, 0
Dog_4_holdout_test_segment_0908.mat, 1
Dog_4_holdout_test_segment_0909.mat, 0
Dog_4_holdout_test_segment_0910.mat, 0
Dog_4_holdout_test_segment_0911.mat, 0
